Date,Open,High,Low,Close,Adj Close,Volume,,,,Date,,
17-06-2002,60.79999924,63.73749924,60.71250153,61.20000076,32.54101563,395312,,,,,,
18-06-2002,62.45000076,62.92499924,59,59.40000153,31.58391762,186088,,,,,,
19-06-2002,59.67499924,60.45000076,57.54999924,57.96250153,30.8195858,227960,,,,,,
20-06-2002,57.73749924,59.5625,57.73749924,58.91249847,31.3246994,152392,,,,,,
21-06-2002,58.75,58.75,57.5,57.76250076,30.71323586,67920,,,,,,
24-06-2002,57.98749924,59.6875,57.5,57.95000076,30.81293297,175384,,,,,,
25-06-2002,58.73749924,59,57.32500076,57.88750076,30.77969742,100504,,,,,,
26-06-2002,57.72499847,58,55.33750153,55.51250076,29.51686287,100304,,,,,,
15-07-2002,111.0250015,111.0250015,111.0250015,111.0250015,59.03372574,0,,,,,,
16-07-2002,111.0250015,111.0250015,111.0250015,111.0250015,59.03372574,0,,,,,,
17-07-2002,111.0250015,111.0250015,111.0250015,111.0250015,59.03372574,0,,,,,,
18-07-2002,111.0250015,111.0250015,111.0250015,111.0250015,59.03372574,0,,,,,,
19-07-2002,111.0250015,111.0250015,111.0250015,111.0250015,59.03372574,0,,,,,,
22-07-2002,111.0250015,111.0250015,111.0250015,111.0250015,59.03372574,0,,,,,,
23-07-2002,111.0250015,111.0250015,111.0250015,111.0250015,59.03372574,0,,,,,,
24-07-2002,111.0250015,111.0250015,111.0250015,111.0250015,59.03372574,0,,,,,,
25-07-2002,111.0250015,111.0250015,111.0250015,111.0250015,59.03372574,0,,,,,,
26-07-2002,111.0250015,111.0250015,111.0250015,111.0250015,59.03372574,0,,,,,,
29-07-2002,111.0250015,111.0250015,111.0250015,111.0250015,59.03372574,0,,,,,,
30-07-2002,111.0250015,111.0250015,111.0250015,111.0250015,59.03372574,0,,,,,,
31-07-2002,111.0250015,111.0250015,111.0250015,111.0250015,59.03372574,0,,,,,,
01-08-2002,111.0250015,111.0250015,111.0250015,111.0250015,59.03372574,0,,,,,,
02-08-2002,111.0250015,111.0250015,111.0250015,111.0250015,59.03372574,0,,,,,,
05-08-2002,111.0250015,111.0250015,111.0250015,111.0250015,59.03372574,0,,,,,,
06-08-2002,111.0250015,111.0250015,111.0250015,111.0250015,59.03372574,0,,,,,,
07-08-2002,111.0250015,111.0250015,111.0250015,111.0250015,59.03372574,0,,,,,,
08-08-2002,111.0250015,111.0250015,111.0250015,111.0250015,59.03372574,0,,,,,,
09-08-2002,111.0250015,111.0250015,111.0250015,111.0250015,59.03372574,0,,,,,,
12-08-2002,39.125,39.96250153,38.75,39.70000076,21.10911751,75640,,,,,,
13-08-2002,40,40.375,38.77500153,39.09999847,20.79008293,65112,,,,,,
14-08-2002,38.70000076,38.70000076,36,36.51250076,19.41427612,237296,,,,,,
15-08-2002,111.0250015,111.0250015,111.0250015,111.0250015,59.03372574,0,,,,,,
16-08-2002,37.76250076,37.76250076,36,36.34999847,19.32786942,207192,,,,,,
19-08-2002,37,37,35.07500076,35.27500153,18.75627136,69992,,,,,,
20-08-2002,35.77500153,38.98749924,35.42499924,36.51250076,19.41427612,1642416,,,,,,
21-08-2002,36.92499924,39.25,36.625,38.3125,20.37136269,1260824,,,,,,
22-08-2002,40,41.625,39.54999924,39.8125,21.16893959,3642704,,,,,,
23-08-2002,40.375,43.59999847,39.25,42.45000076,22.57133102,2793432,,,,,,
26-08-2002,42.72499847,43.375,41.77500153,42.25,22.46499825,1141600,,,,,,
27-08-2002,42.75,44.375,40.77500153,41.03749847,21.82029152,2045736,,,,,,
28-08-2002,40,41.72499847,40,41.08750153,21.84687233,786816,,,,,,
29-08-2002,41,41.95000076,40.77500153,41.20000076,21.9066906,605680,,,,,,
30-08-2002,41.47499847,45.75,41.32500076,44.03749847,23.41543198,2237728,,,,,,
02-09-2002,44.47499847,46.09999847,44,44.46250153,23.64141083,1439784,,,,,,
03-09-2002,44.47499847,44.67499924,42.03749847,42.29999924,22.49158287,419808,,,,,,
04-09-2002,41.5,43.72499847,41.32500076,43.375,23.0631752,843648,,,,,,
05-09-2002,44.17499924,44.75,42.5625,42.88750076,22.80395889,555088,,,,,,
06-09-2002,42.59999847,43.20000076,41.125,41.52500153,22.07949829,299784,,,,,,
09-09-2002,42.02500153,42.71250153,40.52500153,40.77500153,21.68072319,325600,,,,,,
10-09-2002,111.0250015,111.0250015,111.0250015,111.0250015,59.03372574,0,,,,,,
11-09-2002,41.32500076,42.72499847,41.27500153,42.02500153,22.3453598,258032,,,,,,
12-09-2002,42.5,43.34999847,41.79999924,42.08750153,22.37858772,304536,,,,,,
13-09-2002,41.90000153,41.92499924,40.88750076,41.04999924,21.82693672,136216,,,,,,
16-09-2002,41.48749924,41.5,39.92499924,40.07500076,21.30851746,143936,,,,,,
17-09-2002,40.66249847,41.8125,40.66249847,41.4375,22.03297615,157456,,,,,,
18-09-2002,41,41.125,39.75,40.16249847,21.35503197,106392,,,,,,
19-09-2002,40.02500153,41.125,39.29999924,39.72499847,21.1224041,197056,,,,,,
20-09-2002,39.32500076,39.59999847,38.13750076,39.1875,20.83661652,155400,,,,,,
23-09-2002,39.25,39.5,38.0625,38.34999847,20.39129448,104136,,,,,,
24-09-2002,37.92499924,38,36.75,37.0625,19.70672035,132536,,,,,,
25-09-2002,36.375,37.84999847,36.375,37.375,19.87287521,134272,,,,,,
26-09-2002,38.23749924,38.58750153,37.75,37.95000076,20.17861366,36264,,,,,,
27-09-2002,38.02500153,39,38.02500153,38.47499847,20.45775795,65192,,,,,,
30-09-2002,38.125,38.375,36.57500076,36.92499924,19.63360023,68736,,,,,,
01-10-2002,36.875,37.75,36.25,36.8125,19.5737896,87656,,,,,,
02-10-2002,111.0250015,111.0250015,111.0250015,111.0250015,59.03372574,0,,,,,,
03-10-2002,37.42499924,39,37.42499924,37.88750076,20.14537621,322296,,,,,,
04-10-2002,38.01250076,38.34999847,37.25,37.41249847,19.89281464,115248,,,,,,
07-10-2002,37.625,37.92499924,37.125,37.52500153,19.95263863,57664,,,,,,
08-10-2002,37.5,38.70000076,37.47499847,38.34999847,20.39129448,115912,,,,,,
09-10-2002,38.70000076,39.08750153,37.3125,37.48749924,19.93268967,137280,,,,,,
10-10-2002,37.375,37.95000076,36.75,37.42499924,19.89946365,109368,,,,,,
11-10-2002,38.25,38.625,38.02500153,38.09999847,20.25836754,125096,,,,,,
14-10-2002,38.77500153,39,37.77500153,37.83750153,20.1187973,96296,,,,,,
15-10-2002,111.0250015,111.0250015,111.0250015,111.0250015,59.03372574,0,,,,,,
16-10-2002,38.72499847,38.92499924,37.75,37.86249924,20.13208961,150816,,,,,,
17-10-2002,37.86249924,38.17499924,37.4375,37.96250153,20.18526077,90224,,,,,,
18-10-2002,38.52500153,40,38.42499924,39.03749847,20.7568512,405640,,,,,,
21-10-2002,39.625,40.59999847,39.20000076,39.40000153,20.94960213,297384,,,,,,
22-10-2002,40.04999924,40.04999924,37.625,37.875,20.13873863,157232,,,,,,
23-10-2002,38.23749924,38.59999847,37.52500153,37.77500153,20.08555984,118208,,,,,,
24-10-2002,38,38.25,36.77500153,37.01250076,19.68012619,112480,,,,,,
25-10-2002,37.16249847,37.16249847,36.04999924,36.46250153,19.38768387,63432,,,,,,
28-10-2002,36.125,36.5,35.54999924,35.8125,19.04206467,77480,,,,,,
29-10-2002,35.09999847,36.47499847,35.09999847,36.20000076,19.24811554,79496,,,,,,
30-10-2002,36.67499924,37.40000153,36.29999924,36.77500153,19.55385017,91432,,,,,,
31-10-2002,36.875,37.5,36.75,37.36249924,19.86622429,66856,,,,,,
01-11-2002,37.5,38.02500153,36.625,36.84999847,19.5937233,115928,,,,,,
04-11-2002,37.65000153,37.75,37.27500153,37.47499847,19.92604637,54384,,,,,,
05-11-2002,37.75,38,36.5,36.77500153,19.55385017,50304,,,,,,
06-11-2002,111.0250015,111.0250015,111.0250015,111.0250015,59.03372574,0,,,,,,
07-11-2002,37.34999847,38.5,37.34999847,38.08750153,20.25172806,132432,,,,,,
08-11-2002,37.5,37.67499924,37.16249847,37.25,19.80641937,35080,,,,,,
11-11-2002,36.91249847,37.67499924,36.75,36.8125,19.5737896,35688,,,,,,
12-11-2002,36.75,37.34999847,36.5,36.97499847,19.66018486,42304,,,,,,
13-11-2002,37.23749924,37.23749924,36.53749847,36.625,19.47409248,40440,,,,,,
14-11-2002,36.75,37.75,36.75,37.0625,19.70672035,57552,,,,,,
15-11-2002,37.5,38.02500153,37.5,37.9375,20.17197037,76520,,,,,,
18-11-2002,38.375,38.75,38,38.32500076,20.37800789,133176,,,,,,
19-11-2002,111.0250015,111.0250015,111.0250015,111.0250015,59.03372574,0,,,,,,
20-11-2002,38.5,40,38.5,39.8125,21.16893959,317312,,,,,,
21-11-2002,40.96250153,44.48749924,40.71250153,42.83750153,22.77737617,2296072,,,,,,
22-11-2002,43.92499924,45.5,42,42.27500153,22.47829819,808776,,,,,,
25-11-2002,42.78749847,43.20000076,41.65000153,42.04999924,22.35865021,219344,,,,,,
26-11-2002,42.47499847,43.5,41.52500153,41.8125,22.23237038,227384,,,,,,
27-11-2002,42.22499847,42.46250153,40.88750076,41.1875,21.90004921,130624,,,,,,
28-11-2002,41.86249924,43.46250153,41.86249924,42.84999847,22.78401947,239376,,,,,,
29-11-2002,111.0250015,111.0250015,111.0250015,111.0250015,59.03372574,0,,,,,,
02-12-2002,45.34999847,47.75,44.38750076,47.16249847,25.07705116,759040,,,,,,
03-12-2002,46.45000076,52.25,46.45000076,49.90000153,26.53261566,1951504,,,,,,
04-12-2002,49.25,51.17499924,47.5625,48.15000153,25.60211945,1198424,,,,,,
05-12-2002,48.88750076,51,47.78749847,49.58750153,26.36644554,683568,,,,,,
06-12-2002,50.29999924,51.73749924,49.6875,50.88750076,27.05768967,519760,,,,,,
09-12-2002,51.33750153,51.33750153,48,48.1875,25.62206841,342896,,,,,,
10-12-2002,48.625,50.59999847,47.26250076,49.97499847,26.57249641,418392,,,,,,
11-12-2002,51,54.25,50.76250076,51.96250153,27.62928391,1695504,,,,,,
12-12-2002,52.34999847,54,52,52.375,27.84861565,1193440,,,,,,
13-12-2002,52.92499924,53.72499847,52.25,52.47499847,27.90179634,655792,,,,,,
16-12-2002,52.75,53.23749924,50.02500153,50.26250076,26.72536659,420000,,,,,,
17-12-2002,51.09999847,51.25,49,49.5625,26.35316849,318376,,,,,,
18-12-2002,49.71250153,50.65000153,48.51250076,48.9375,26.02083015,299928,,,,,,
19-12-2002,49.22499847,53.90000153,49.125,53.17499924,28.27399063,2286656,,,,,,
20-12-2002,53.75,54.875,52.53749847,53.3125,28.34710312,1469976,,,,,,
23-12-2002,53.73749924,53.75,51.25,51.47499847,27.37006187,573664,,,,,,
24-12-2002,51.75,54,51.73749924,53.72499847,28.5664196,918496,,,,,,
25-12-2002,107.4499969,107.4499969,107.4499969,107.4499969,57.1328392,0,,,,,,
26-12-2002,53.875,55.98749924,53.34999847,55.36249924,29.43711853,1477336,,,,,,
27-12-2002,55.66249847,55.84999847,53.6875,53.88750076,28.65282249,407128,,,,,,
30-12-2002,53.73749924,57.875,52.9375,57.1875,30.40748978,1829296,,,,,,
31-12-2002,57.5,61.07500076,57.25,60.03749847,31.92289543,4461032,,,,,,
01-01-2003,59.97499847,62.02500153,59.76250076,60.97499847,32.42137146,2785608,,,,,,
02-01-2003,61.61249924,62.875,57.88750076,58.1875,30.93922997,2168552,,,,,,
03-01-2003,60.25,61.08750153,58.41249847,59.03749847,31.39117813,1928216,,,,,,
06-01-2003,59.42499924,60.25,56.88750076,57.26250076,30.44737244,1979640,,,,,,
07-01-2003,57.92499924,58.5,56.125,56.66249847,30.12833214,1010352,,,,,,
08-01-2003,57.20000076,59.09999847,57,58.70000076,31.21171951,1173496,,,,,,
09-01-2003,58.97499847,60.125,58.40000153,59.17499924,31.46428299,905064,,,,,,
10-01-2003,59.625,59.625,55.16249847,55.5625,29.54345894,737328,,,,,,
13-01-2003,55.5625,57.25,54.27500153,56.42499924,30.00207138,896568,,,,,,
14-01-2003,56.625,58.72499847,56.375,56.88750076,30.24798393,913280,,,,,,
15-01-2003,57.67499924,58.625,57,58.1875,30.93922997,1287600,,,,,,
16-01-2003,58.42499924,60,58.34999847,58.91249847,31.3246994,1608760,,,,,,
17-01-2003,58.52500153,59.15000153,57.125,57.4375,30.54043198,622688,,,,,,
20-01-2003,57,57.25,55.38750076,55.59999847,29.56340599,291200,,,,,,
21-01-2003,56.21250153,56.5,53.76250076,54.27500153,28.85886955,466368,,,,,,
22-01-2003,54.22499847,55.84999847,54.04999924,54.38750076,28.91868591,340352,,,,,,
23-01-2003,54,54.48749924,51.77500153,52.40000153,27.86191177,338744,,,,,,
24-01-2003,52.84999847,53.20000076,50.53749847,50.82500076,27.02445602,625024,,,,,,
27-01-2003,50.47499847,50.48749924,46.32500076,47.125,25.05711555,408776,,,,,,
28-01-2003,49.5,50.59999847,46.97499847,50.34999847,26.77189064,961472,,,,,,
29-01-2003,51,51.17499924,48.26250076,48.86249924,25.98097038,546800,,,,,,
30-01-2003,49.34999847,51.1875,48.90000153,49.57500076,26.3598156,690656,,,,,,
31-01-2003,49.125,50,47.875,48.26250076,25.6619339,335992,,,,,,
03-02-2003,48.97499847,52.67499924,48.75,52.3125,27.8153801,763504,,,,,,
04-02-2003,53,53.4375,50.07500076,50.625,26.9181118,522960,,,,,,
05-02-2003,49.75,50.5,48.875,49.70000076,26.42627335,262680,,,,,,
06-02-2003,49.47499847,50.84999847,49.25,50.1875,26.68548203,307688,,,,,,
07-02-2003,50.5,51.96250153,49.54999924,49.875,26.51933479,486456,,,,,,
10-02-2003,50,50.3125,48.25,48.52500153,25.80151749,199568,,,,,,
11-02-2003,48.22499847,49.75,47.75,48.03749847,25.54229164,259680,,,,,,
12-02-2003,48.45000076,48.5,47.0625,47.27500153,25.13685799,211784,,,,,,
13-02-2003,94.55000305,94.55000305,94.55000305,94.55000305,50.27371597,0,,,,,,
14-02-2003,47.22499847,47.5,44.75,45.02500153,23.94050217,283160,,,,,,
17-02-2003,45.92499924,48,45.92499924,47.79999924,25.41601563,315072,,,,,,
18-02-2003,48.32500076,48.92499924,47.13750076,47.48749924,25.24985313,258216,,,,,,
19-02-2003,48.375,48.5,47.40000153,47.53749847,25.27643776,161584,,,,,,
20-02-2003,47.72499847,47.75,46.03749847,47.47499847,25.24320221,242168,,,,,,
21-02-2003,48,48,46.25,46.46250153,24.70484352,157480,,,,,,
24-02-2003,47.17499924,47.67499924,46.63750076,46.92499924,24.95076752,98448,,,,,,
25-02-2003,45.0625,46.5,45,45.83750153,24.37251854,132456,,,,,,
26-02-2003,46.5,46.75,44.76250076,45.11249924,23.98702431,175080,,,,,,
27-02-2003,44.97499847,46.23749924,44,45.91249847,24.41240311,73864,,,,,,
28-02-2003,46.67499924,48.625,46.16249847,48.07500076,25.56224251,235768,,,,,,
03-03-2003,48.97499847,48.97499847,47.32500076,47.67499924,25.34955025,137232,,,,,,
04-03-2003,46.25,47,46.01250076,46.21250153,24.57190895,95624,,,,,,
05-03-2003,46.5,47,44.52500153,46.53749847,24.74471855,201632,,,,,,
06-03-2003,46.25,46.25,44.76250076,45.11249924,23.98702431,86104,,,,,,
07-03-2003,44.76250076,45.22499847,43.75,43.92499924,23.35560989,139448,,,,,,
10-03-2003,43.65000153,44.25,40.5625,40.82500076,21.70730019,190976,,,,,,
11-03-2003,40.47499847,42.4375,39.98749924,42.125,22.39852524,255152,,,,,,
12-03-2003,41.5,43,41.09999847,41.23749924,21.92663193,253544,,,,,,
13-03-2003,41.1875,42.5,40.98749924,41.97499847,22.31877518,138352,,,,,,
14-03-2003,83.94999695,83.94999695,83.94999695,83.94999695,44.63755035,0,,,,,,
17-03-2003,42.23749924,43.16249847,40,41.66249847,22.15259933,262688,,,,,,
18-03-2003,83.32499695,83.32499695,83.32499695,83.32499695,44.30519867,0,,,,,,
19-03-2003,43.22499847,43.75,41.54999924,41.77500153,22.21243095,151568,,,,,,
20-03-2003,41.5625,43.02500153,41.27500153,42.72499847,22.71756172,226976,,,,,,
21-03-2003,42.82500076,43.75,42.45000076,43.34999847,23.0498867,167328,,,,,,
24-03-2003,43.38750076,43.38750076,41.26250076,41.47499847,22.05291557,90736,,,,,,
25-03-2003,40.5,41.25,40.02500153,41.02500153,21.81363869,123648,,,,,,
26-03-2003,41.47499847,42.27500153,40.125,40.45000076,21.50790596,183768,,,,,,
27-03-2003,40.42499924,40.875,40.07500076,40.36249924,21.46138191,221584,,,,,,
28-03-2003,40.27500153,41.52500153,40.03749847,40.41249847,21.48796654,56760,,,,,,
31-03-2003,39.875,39.875,38,38.17499924,20.2982502,87320,,,,,,
01-04-2003,37.97499847,39.5,37.97499847,38.61249924,20.53087807,89144,,,,,,
02-04-2003,39,40.22499847,38.25,39.97499847,21.25533295,68752,,,,,,
03-04-2003,40.5,41.42499924,40.25,40.90000153,21.74718094,110000,,,,,,
04-04-2003,40.01250076,42.72499847,40.01250076,42.47499847,22.58462524,225112,,,,,,
07-04-2003,42.97499847,44.41249847,42.5,44.15000153,23.47525787,276752,,,,,,
08-04-2003,42.5,44.11249924,41.88750076,42.15000153,22.41182709,137288,,,,,,
09-04-2003,41.75,42,40.75,41.125,21.86681175,94408,,,,,,
10-04-2003,40.8125,40.8125,37.75,38.125,20.27166557,282568,,,,,,
11-04-2003,36.5,40.25,35.5,37.61249924,19.99916077,208312,,,,,,
14-04-2003,75.22499847,75.22499847,75.22499847,75.22499847,39.99832153,0,,,,,,
15-04-2003,38.75,39.36249924,37.27500153,37.67499924,20.0323925,138568,,,,,,
16-04-2003,37.98749924,38.42499924,36.75,37.23749924,19.79976654,88968,,,,,,
17-04-2003,37.25,37.5,35.5,35.84999847,19.06201363,98120,,,,,,
18-04-2003,71.69999695,71.69999695,71.69999695,71.69999695,38.12402725,0,,,,,,
21-04-2003,36.75,37.22499847,35.75,36.0625,19.17500305,91448,,,,,,
22-04-2003,36.23749924,37,35.875,36.04999924,19.16835403,87016,,,,,,
23-04-2003,36.72499847,36.92499924,35.25,35.5,18.8759079,145488,,,,,,
24-04-2003,35.67499924,36.21250153,34.63750076,34.83750153,18.5236454,127904,,,,,,
25-04-2003,35.17499924,35.5,34.5,35.125,18.67651939,124808,,,,,,
28-04-2003,35.42499924,35.75,35.17499924,35.26250076,18.74962997,71944,,,,,,
29-04-2003,35.92499924,36.25,34.84999847,35.01250076,18.61669159,73400,,,,,,
30-04-2003,34.65000153,34.9375,33.75,33.97499847,18.0650425,103632,,,,,,
01-05-2003,67.94999695,67.94999695,67.94999695,67.94999695,36.13008499,0,,,,,,
02-05-2003,34,34.17499924,33.25,33.42499924,17.77259827,156112,,,,,,
05-05-2003,34.5,36,34,35.01250076,18.61669159,284336,,,,,,
06-05-2003,35.375,36.3125,35.25,35.72499847,18.99555397,259368,,,,,,
